t,success,mid,pmt,pg,sub_type,hr,bank,time
7,5,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 00,AMAZONPAY,2020021300
6,3,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 10,AMAZONPAY,2020021310
3,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 10,AMAZONPAY,2020021310
18,13,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 17,AMAZONPAY,2020021317
5,3,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 11,AMAZONPAY,2020021311
5,3,drivezy,WALLET,AMAZONPAY,,2020-02-12 21,AMAZONPAY,2020021221
3,3,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 06,AMAZONPAY,2020021306
2,2,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 22,AMAZONPAY,2020021222
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 15,AMAZONPAY,2020021415
1,1,drivezy,WALLET,AMAZONPAY,,2020-02-13 00,AMAZONPAY,2020021300
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 20,AMAZONPAY,2020021220
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 13,AMAZONPAY,2020021313
27,22,urbanclap,CARD,PAYTM,,2020-02-14 10,Axis Bank,2020021410
12,8,pharmeasytech,CARD,PAYU,,2020-02-14 04,Axis Bank,2020021404
14,8,medlife_prod,CARD,TPSL,,2020-02-14 09,Axis Bank,2020021409
14,12,pharmeasytech,CARD,PAYU,,2020-02-14 08,Axis Bank,2020021408
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 08,Axis Bank,2020021408
26,20,urbanclap,CARD,PAYTM,,2020-02-14 09,Axis Bank,2020021409
3,3,medlife_prod,CARD,TPSL,,2020-02-14 01,Axis Bank,2020021401
5,2,countrydelight,CARD,PAYU,,2020-02-14 08,Axis Bank,2020021408
8,7,zivame,CARD,HDFC,,2020-02-14 11,Axis Bank,2020021411
15,11,medlife_prod,CARD,TPSL,,2020-02-14 10,Axis Bank,2020021410
15,15,medlife_prod,CARD,TPSL,,2020-02-14 08,Axis Bank,2020021408
5,4,countrydelight,CARD,PAYU,,2020-02-14 05,Axis Bank,2020021405
8,7,pharmeasytech,CARD,PAYU,,2020-02-14 03,Axis Bank,2020021403
5,5,countrydelight,CARD,PAYU,,2020-02-14 04,Axis Bank,2020021404
2,1,zivame,CARD,PAYU,,2020-02-14 16,Axis Bank,2020021416
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 14,Axis Bank,2020021414
6,5,pharmeasytech,CARD,PAYU,,2020-02-14 17,Axis Bank,2020021417
3,2,drivezy,CARD,RAZORPAY,,2020-02-14 16,Axis Bank,2020021416
21,16,urbanclap,CARD,PAYTM,,2020-02-14 15,Axis Bank,2020021415
7,5,countrydelight,CARD,PAYU,,2020-02-14 16,Axis Bank,2020021416
6,4,zivame,CARD,HDFC,,2020-02-14 13,Axis Bank,2020021413
5,3,countrydelight,CARD,PAYU,,2020-02-14 14,Axis Bank,2020021414
3,2,drivezy,CARD,GOCASHFREE,,2020-02-14 16,Axis Bank,2020021416
4,3,urbanclap,CARD,PAYTM,,2020-02-14 19,Axis Bank,2020021419
10,9,fanfight,CARD,RAZORPAY,,2020-02-14 13,Axis Bank,2020021413
5,5,purplle.com,CARD,PAYTM,,2020-02-14 14,Axis Bank,2020021414
2,1,drivezy,CARD,RAZORPAY,,2020-02-14 23,Axis Bank,2020021423
12,10,urbanclap,CARD,PAYTM,,2020-02-14 17,Axis Bank,2020021417
3,2,urbanclap,CARD,PAYTM,,2020-02-14 01,Axis Bank,2020021401
7,6,medlife_prod,CARD,TPSL,,2020-02-14 11,Axis Bank,2020021411
10,9,zivame,CARD,HDFC,,2020-02-14 12,Axis Bank,2020021412
26,19,urbanclap,CARD,PAYTM,,2020-02-14 11,Axis Bank,2020021411
6,6,medlife_prod,CARD,TPSL,,2020-02-14 13,Axis Bank,2020021413
13,10,medlife_prod,CARD,TPSL,,2020-02-14 07,Axis Bank,2020021407
1,1,zivame,CARD,HDFC,,2020-02-14 01,Axis Bank,2020021401
5,3,countrydelight,CARD,PAYU,,2020-02-14 10,Axis Bank,2020021410
3,3,zivame,CARD,PAYU,,2020-02-14 04,Axis Bank,2020021404
2,2,drivezy,CARD,RAZORPAY,,2020-02-14 13,Axis Bank,2020021413
4,2,drivezy,CARD,GOCASHFREE,,2020-02-14 13,Axis Bank,2020021413
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 23,Axis Bank,2020021423
5,3,pharmeasytech,CARD,PAYU,,2020-02-14 19,Axis Bank,2020021419
8,7,zivame,CARD,HDFC,,2020-02-14 17,Axis Bank,2020021417
3,3,fanfight,CARD,GOCASHFREE,,2020-02-14 15,Axis Bank,2020021415
10,9,pharmeasytech,CARD,PAYU,,2020-02-14 14,Axis Bank,2020021414
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 22,Axis Bank,2020021422
1,1,purplle.com,CARD,PAYTM,,2020-02-14 13,Axis Bank,2020021413
19,15,urbanclap,CARD,PAYTM,,2020-02-12 06,Axis Bank,2020021206
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 10,Axis Bank,2020021210
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 09,Axis Bank,2020021209
6,4,countrydelight,CARD,PAYU,,2020-02-12 10,Axis Bank,2020021210
9,4,countrydelight,CARD,PAYU,,2020-02-12 06,Axis Bank,2020021206
13,12,pharmeasytech,CARD,PAYU,,2020-02-12 03,Axis Bank,2020021203
8,7,fanfight,CARD,RAZORPAY,,2020-02-12 12,Axis Bank,2020021212
7,6,countrydelight,CARD,PAYU,,2020-02-12 05,Axis Bank,2020021205
18,15,pharmeasytech,CARD,PAYU,,2020-02-12 08,Axis Bank,2020021208
29,22,urbanclap,CARD,PAYTM,,2020-02-12 13,Axis Bank,2020021213
21,20,medlife_prod,CARD,TPSL,,2020-02-12 05,Axis Bank,2020021205
5,4,zivame,CARD,HDFC,,2020-02-12 10,Axis Bank,2020021210
12,10,medlife_prod,CARD,TPSL,,2020-02-12 06,Axis Bank,2020021206
10,9,zivame,CARD,HDFC,,2020-02-12 14,Axis Bank,2020021214
17,14,urbanclap,CARD,PAYTM,,2020-02-12 15,Axis Bank,2020021215
16,11,medlife_prod,CARD,TPSL,,2020-02-12 14,Axis Bank,2020021214
8,2,drivezy,CARD,GOCASHFREE,,2020-02-12 20,Axis Bank,2020021220
3,3,drivezy,CARD,GOCASHFREE,,2020-02-14 05,Axis Bank,2020021405
2,1,fanfight,CARD,RAZORPAY,,2020-02-14 06,Axis Bank,2020021406
5,2,drivezy,CARD,GOCASHFREE,,2020-02-14 02,Axis Bank,2020021402
2,2,zivame,CARD,HDFC,,2020-02-14 09,Axis Bank,2020021409
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 21,Axis Bank,2020021421
3,3,urbanclap,CARD,PAYTM,,2020-02-14 21,Axis Bank,2020021421
12,10,medlife_prod,CARD,TPSL,,2020-02-14 05,Axis Bank,2020021405
6,5,urbanclap,CARD,PAYTM,,2020-02-14 18,Axis Bank,2020021418
8,8,pharmeasytech,CARD,PAYU,,2020-02-14 13,Axis Bank,2020021413
2,1,zivame,CARD,HDFC,,2020-02-14 02,Axis Bank,2020021402
2,1,medlife_prod,CARD,TPSL,,2020-02-14 23,Axis Bank,2020021423
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 17,Axis Bank,2020021417
4,1,urbanclap,CARD,PAYTM,,2020-02-14 22,Axis Bank,2020021422
41,24,urbanclap,CARD,PAYTM,,2020-02-13 06,Axis Bank,2020021306
1,1,purplle.com,CARD,PAYTM,,2020-02-13 01,Axis Bank,2020021301
12,12,medlife_prod,CARD,TPSL,,2020-02-13 03,Axis Bank,2020021303
23,22,pharmeasytech,CARD,PAYU,,2020-02-13 05,Axis Bank,2020021305
14,8,medlife_prod,CARD,TPSL,,2020-02-13 09,Axis Bank,2020021309
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 04,Axis Bank,2020021304
4,4,countrydelight,CARD,PAYU,,2020-02-13 06,Axis Bank,2020021306
2,2,zivame,CARD,HDFC,,2020-02-13 13,Axis Bank,2020021313
2,2,purplle.com,CARD,PAYTM,,2020-02-13 12,Axis Bank,2020021312
9,5,countrydelight,CARD,PAYU,,2020-02-13 07,Axis Bank,2020021307
3,1,fanfight,CARD,GOCASHFREE,,2020-02-13 05,Axis Bank,2020021305
9,8,zivame,CARD,HDFC,,2020-02-13 05,Axis Bank,2020021305
19,10,countrydelight,CARD,PAYU,,2020-02-13 16,Axis Bank,2020021316
4,4,countrydelight,CARD,PAYU,,2020-02-13 02,Axis Bank,2020021302
3,3,drivezy,CARD,GOCASHFREE,,2020-02-13 05,Axis Bank,2020021305
3,3,purplle.com,CARD,PAYTM,,2020-02-13 13,Axis Bank,2020021313
15,14,pharmeasytech,CARD,PAYU,,2020-02-13 03,Axis Bank,2020021303
7,7,medlife_prod,CARD,TPSL,,2020-02-13 08,Axis Bank,2020021308
20,17,urbanclap,CARD,PAYTM,,2020-02-13 10,Axis Bank,2020021310
24,20,urbanclap,CARD,PAYTM,,2020-02-13 14,Axis Bank,2020021314
13,10,fanfight,CARD,RAZORPAY,,2020-02-13 14,Axis Bank,2020021314
3,3,countrydelight,CARD,PAYU,,2020-02-13 18,Axis Bank,2020021318
12,10,medlife_prod,CARD,TPSL,,2020-02-13 15,Axis Bank,2020021315
18,10,urbanclap,CARD,PAYTM,,2020-02-13 13,Axis Bank,2020021313
4,4,fanfight,CARD,RAZORPAY,,2020-02-14 09,Axis Bank,2020021409
1,0,zivame,CARD,RAZORPAY,,2020-02-14 10,Axis Bank,2020021410
2,2,zivame,CARD,IPG,,2020-02-14 09,Axis Bank,2020021409
1,0,fanfight,CARD,RAZORPAY,,2020-02-14 05,Axis Bank,2020021405
19,13,urbanclap,CARD,PAYTM,,2020-02-12 10,Axis Bank,2020021210
20,14,pharmeasytech,CARD,PAYU,,2020-02-12 11,Axis Bank,2020021211
7,6,pharmeasytech,CARD,PAYU,,2020-02-12 10,Axis Bank,2020021210
4,4,zivame,CARD,HDFC,,2020-02-12 06,Axis Bank,2020021206
5,5,countrydelight,CARD,PAYU,,2020-02-12 13,Axis Bank,2020021213
1,1,purplle.com,CARD,PAYTM,,2020-02-12 06,Axis Bank,2020021206
5,5,countrydelight,CARD,PAYU,,2020-02-12 08,Axis Bank,2020021208
8,8,medlife_prod,CARD,TPSL,,2020-02-12 13,Axis Bank,2020021213
5,3,zivame,CARD,HDFC,,2020-02-12 18,Axis Bank,2020021218
4,4,countrydelight,CARD,PAYU,,2020-02-12 16,Axis Bank,2020021216
9,8,urbanclap,CARD,PAYTM,,2020-02-12 18,Axis Bank,2020021218
16,12,fanfight,CARD,RAZORPAY,,2020-02-12 15,Axis Bank,2020021215
2,2,purplle.com,CARD,PAYTM,,2020-02-12 11,Axis Bank,2020021211
6,3,zivame,CARD,HDFC,,2020-02-12 12,Axis Bank,2020021212
2,1,purplle.com,CARD,PAYTM,,2020-02-12 04,Axis Bank,2020021204
3,2,zivame,CARD,HDFC,,2020-02-12 02,Axis Bank,2020021202
4,4,zivame,CARD,HDFC,,2020-02-12 11,Axis Bank,2020021211
5,4,countrydelight,CARD,PAYU,,2020-02-12 17,Axis Bank,2020021217
2,1,purplle.com,CARD,PAYTM,,2020-02-12 16,Axis Bank,2020021216
5,5,drivezy,CARD,GOCASHFREE,,2020-02-12 15,Axis Bank,2020021215
2,2,drivezy,CARD,GOCASHFREE,,2020-02-12 14,Axis Bank,2020021214
9,8,medlife_prod,CARD,TPSL,,2020-02-12 15,Axis Bank,2020021215
2,2,purplle.com,CARD,PAYTM,,2020-02-12 13,Axis Bank,2020021213
1,0,zivame,CARD,PAYU,,2020-02-14 06,Axis Bank,2020021406
1,1,zivame,CARD,PAYU,,2020-02-14 08,Axis Bank,2020021408
4,4,zivame,CARD,HDFC,,2020-02-14 14,Axis Bank,2020021414
1,0,fanfight,CARD,GOCASHFREE,,2020-02-14 13,Axis Bank,2020021413
7,6,pharmeasytech,CARD,PAYU,,2020-02-13 10,Axis Bank,2020021310
4,4,countrydelight,CARD,PAYU,,2020-02-13 04,Axis Bank,2020021304
2,2,drivezy,CARD,RAZORPAY,,2020-02-13 05,Axis Bank,2020021305
3,3,purplle.com,CARD,PAYTM,,2020-02-13 04,Axis Bank,2020021304
1,1,purplle.com,CARD,PAYTM,,2020-02-13 08,Axis Bank,2020021308
3,3,medlife_prod,CARD,TPSL,,2020-02-13 10,Axis Bank,2020021310
11,7,pharmeasytech,CARD,PAYU,,2020-02-13 11,Axis Bank,2020021311
1,1,drivezy,CARD,RAZORPAY,,2020-02-13 07,Axis Bank,2020021307
6,6,medlife_prod,CARD,TPSL,,2020-02-13 02,Axis Bank,2020021302
1,1,zivame,CARD,PAYU,,2020-02-13 18,Axis Bank,2020021318
2,2,zivame,CARD,RAZORPAY,,2020-02-13 15,Axis Bank,2020021315
5,5,drivezy,CARD,GOCASHFREE,,2020-02-13 15,Axis Bank,2020021315
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 18,Axis Bank,2020021318
7,7,medlife_prod,CARD,TPSL,,2020-02-13 14,Axis Bank,2020021314
9,5,urbanclap,CARD,PAYTM,,2020-02-12 02,Axis Bank,2020021202
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 10,Axis Bank,2020021210
1,1,medlife_prod,CARD,TPSL,,2020-02-12 17,Axis Bank,2020021217
5,2,countrydelight,CARD,PAYU,,2020-02-12 09,Axis Bank,2020021209
12,8,pharmeasytech,CARD,PAYU,,2020-02-13 02,Axis Bank,2020021302
6,5,countrydelight,CARD,PAYU,,2020-02-13 12,Axis Bank,2020021312
2,2,zivame,CARD,PAYU,,2020-02-13 17,Axis Bank,2020021317
4,3,countrydelight,CARD,PAYU,,2020-02-13 14,Axis Bank,2020021314
5,3,medlife_prod,CARD,TPSL,,2020-02-13 18,Axis Bank,2020021318
1,1,medlife_prod,CARD,TPSL,,2020-02-12 23,Axis Bank,2020021223
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 07,Axis Bank,2020021207
2,2,drivezy,CARD,GOCASHFREE,,2020-02-12 05,Axis Bank,2020021205
3,3,fanfight,CARD,GOCASHFREE,,2020-02-12 15,Axis Bank,2020021215
4,4,fanfight,CARD,RAZORPAY,,2020-02-13 08,Axis Bank,2020021308
2,0,fanfight,CARD,RAZORPAY,,2020-02-13 10,Axis Bank,2020021310
1,1,countrydelight,CARD,PAYU,,2020-02-13 22,Axis Bank,2020021322
10,9,urbanclap,CARD,PAYTM,,2020-02-13 18,Axis Bank,2020021318
1,1,zivame,CARD,PAYU,,2020-02-13 14,Axis Bank,2020021314
6,4,zivame,CARD,HDFC,,2020-02-13 03,Axis Bank,2020021303
2,1,zivame,CARD,RAZORPAY,,2020-02-13 04,Axis Bank,2020021304
4,3,medlife_prod,CARD,TPSL,,2020-02-13 11,Axis Bank,2020021311
2,2,countrydelight,CARD,PAYU,,2020-02-13 01,Axis Bank,2020021301
1,1,purplle.com,CARD,PAYTM,,2020-02-13 14,Axis Bank,2020021314
3,2,pharmeasytech,CARD,PAYU,,2020-02-13 20,Axis Bank,2020021320
2,2,drivezy,CARD,RAZORPAY,,2020-02-13 18,Axis Bank,2020021318
7,7,zivame,CARD,HDFC,,2020-02-13 17,Axis Bank,2020021317
6,4,pharmeasytech,CARD,PAYU,,2020-02-13 18,Axis Bank,2020021318
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 04,Axis Bank,2020021204
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 21,Axis Bank,2020021221
2,2,drivezy,CARD,RAZORPAY,,2020-02-14 05,Axis Bank,2020021405
1,0,zivame,CARD,RAZORPAY,,2020-02-14 02,Axis Bank,2020021402
1,1,zivame,CARD,RAZORPAY,,2020-02-14 07,Axis Bank,2020021407
1,1,zivame,CARD,PAYU,,2020-02-14 10,Axis Bank,2020021410
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 17,Axis Bank,2020021417
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 20,Axis Bank,2020021420
2,2,fanfight,CARD,GOCASHFREE,,2020-02-12 13,Axis Bank,2020021213
3,3,pharmeasytech,CARD,PAYU,,2020-02-12 01,Axis Bank,2020021201
4,2,zivame,CARD,HDFC,,2020-02-13 11,Axis Bank,2020021311
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 07,Axis Bank,2020021307
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 21,Axis Bank,2020021321
2,2,drivezy,CARD,RAZORPAY,,2020-02-14 17,Axis Bank,2020021417
1,1,purplle.com,CARD,PAYTM,,2020-02-13 03,Axis Bank,2020021303
1,1,zivame,CARD,PAYU,,2020-02-13 09,Axis Bank,2020021309
2,1,countrydelight,CARD,PAYU,,2020-02-13 08,Axis Bank,2020021308
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 01,Axis Bank,2020021301
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 02,Axis Bank,2020021302
3,3,zivame,CARD,HDFC,,2020-02-12 07,Axis Bank,2020021207
1,1,purplle.com,CARD,PAYTM,,2020-02-12 08,Axis Bank,2020021208
1,1,urbanclap,CARD,PAYTM,,2020-02-12 20,Axis Bank,2020021220
1,1,countrydelight,CARD,PAYU,,2020-02-14 19,Axis Bank,2020021419
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 19,Axis Bank,2020021419
1,1,zivame,CARD,HDFC,,2020-02-14 21,Axis Bank,2020021421
14,10,urbanclap,CARD,PAYTM,,2020-02-14 03,Axis Bank,2020021403
17,10,medlife_prod,CARD,TPSL,,2020-02-14 03,Axis Bank,2020021403
10,8,medlife_prod,CARD,TPSL,,2020-02-14 02,Axis Bank,2020021402
25,20,urbanclap,CARD,PAYTM,,2020-02-14 04,Axis Bank,2020021404
26,25,pharmeasytech,CARD,PAYU,,2020-02-14 05,Axis Bank,2020021405
14,7,fanfight,CARD,RAZORPAY,,2020-02-14 11,Axis Bank,2020021411
50,37,urbanclap,CARD,PAYTM,,2020-02-14 06,Axis Bank,2020021406
2,0,fanfight,CARD,RAZORPAY,,2020-02-14 10,Axis Bank,2020021410
6,6,countrydelight,CARD,PAYU,,2020-02-14 06,Axis Bank,2020021406
17,14,pharmeasytech,CARD,PAYU,,2020-02-14 10,Axis Bank,2020021410
2,0,fanfight,CARD,GOCASHFREE,,2020-02-14 06,Axis Bank,2020021406
3,1,zivame,CARD,HDFC,,2020-02-14 06,Axis Bank,2020021406
5,4,pharmeasytech,CARD,PAYU,,2020-02-14 02,Axis Bank,2020021402
34,20,medlife_prod,CARD,TPSL,,2020-02-14 04,Axis Bank,2020021404
17,14,pharmeasytech,CARD,PAYU,,2020-02-14 12,Axis Bank,2020021412
3,3,medlife_prod,CARD,TPSL,,2020-02-14 00,Axis Bank,2020021400
13,5,zivame,CARD,HDFC,,2020-02-14 16,Axis Bank,2020021416
8,5,medlife_prod,CARD,TPSL,,2020-02-14 14,Axis Bank,2020021414
21,9,medlife_prod,CARD,TPSL,,2020-02-14 15,Axis Bank,2020021415
3,3,drivezy,CARD,GOCASHFREE,,2020-02-14 15,Axis Bank,2020021415
5,5,purplle.com,CARD,PAYTM,,2020-02-14 16,Axis Bank,2020021416
8,8,fanfight,CARD,GOCASHFREE,,2020-02-14 11,Axis Bank,2020021411
22,19,urbanclap,CARD,PAYTM,,2020-02-14 12,Axis Bank,2020021412
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 16,Axis Bank,2020021416
1,1,zivame,CARD,PAYU,,2020-02-12 01,Axis Bank,2020021201
25,13,urbanclap,CARD,PAYTM,,2020-02-12 07,Axis Bank,2020021207
13,4,fanfight,CARD,RAZORPAY,,2020-02-12 11,Axis Bank,2020021211
28,23,pharmeasytech,CARD,PAYU,,2020-02-12 06,Axis Bank,2020021206
3,3,fanfight,CARD,RAZORPAY,,2020-02-12 08,Axis Bank,2020021208
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 01,Axis Bank,2020021201
9,7,medlife_prod,CARD,TPSL,,2020-02-12 12,Axis Bank,2020021212
23,14,urbanclap,CARD,PAYTM,,2020-02-12 03,Axis Bank,2020021203
3,2,purplle.com,CARD,PAYTM,,2020-02-12 09,Axis Bank,2020021209
8,7,medlife_prod,CARD,TPSL,,2020-02-12 09,Axis Bank,2020021209
4,4,drivezy,CARD,GOCASHFREE,,2020-02-12 11,Axis Bank,2020021211
9,8,pharmeasytech,CARD,PAYU,,2020-02-12 02,Axis Bank,2020021202
9,6,medlife_prod,CARD,TPSL,,2020-02-12 08,Axis Bank,2020021208
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 18,Axis Bank,2020021218
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 15,Axis Bank,2020021215
9,7,urbanclap,CARD,PAYTM,,2020-02-12 16,Axis Bank,2020021216
8,7,medlife_prod,CARD,TPSL,,2020-02-12 16,Axis Bank,2020021216
4,4,purplle.com,CARD,PAYTM,,2020-02-12 17,Axis Bank,2020021217
3,1,drivezy,CARD,GOCASHFREE,,2020-02-12 13,Axis Bank,2020021213
2,1,countrydelight,CARD,PAYU,,2020-02-14 09,Axis Bank,2020021409
2,2,fanfight,CARD,RAZORPAY,,2020-02-14 07,Axis Bank,2020021407
1,1,countrydelight,CARD,PAYU,,2020-02-14 21,Axis Bank,2020021421
4,4,zivame,CARD,HDFC,,2020-02-14 15,Axis Bank,2020021415
9,5,countrydelight,CARD,PAYU,,2020-02-14 15,Axis Bank,2020021415
7,4,fanfight,CARD,RAZORPAY,,2020-02-14 14,Axis Bank,2020021414
4,4,drivezy,CARD,GOCASHFREE,,2020-02-14 06,Axis Bank,2020021406
1,1,zivame,CARD,RAZORPAY,,2020-02-14 11,Axis Bank,2020021411
5,4,fanfight,CARD,RAZORPAY,,2020-02-14 12,Axis Bank,2020021412
6,2,countrydelight,CARD,PAYU,,2020-02-14 12,Axis Bank,2020021412
4,4,purplle.com,CARD,PAYTM,,2020-02-14 04,Axis Bank,2020021404
3,2,fanfight,CARD,RAZORPAY,,2020-02-14 08,Axis Bank,2020021408
7,6,medlife_prod,CARD,TPSL,,2020-02-14 12,Axis Bank,2020021412
2,1,fanfight,CARD,GOCASHFREE,,2020-02-14 04,Axis Bank,2020021404
1,1,zivame,CARD,PAYU,,2020-02-14 18,Axis Bank,2020021418
6,5,countrydelight,CARD,PAYU,,2020-02-14 17,Axis Bank,2020021417
19,16,pharmeasytech,CARD,PAYU,,2020-02-13 13,Axis Bank,2020021313
6,6,countrydelight,CARD,PAYU,,2020-02-13 03,Axis Bank,2020021303
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 06,Axis Bank,2020021306
6,5,drivezy,CARD,GOCASHFREE,,2020-02-13 10,Axis Bank,2020021310
20,14,pharmeasytech,CARD,PAYU,,2020-02-13 07,Axis Bank,2020021307
6,6,medlife_prod,CARD,TPSL,,2020-02-13 06,Axis Bank,2020021306
9,6,medlife_prod,CARD,TPSL,,2020-02-13 13,Axis Bank,2020021313
7,3,urbanclap,CARD,PAYTM,,2020-02-13 03,Axis Bank,2020021303
17,14,urbanclap,CARD,PAYTM,,2020-02-13 12,Axis Bank,2020021312
1,1,purplle.com,CARD,PAYTM,,2020-02-13 06,Axis Bank,2020021306
13,12,pharmeasytech,CARD,PAYU,,2020-02-13 06,Axis Bank,2020021306
19,13,medlife_prod,CARD,TPSL,,2020-02-13 04,Axis Bank,2020021304
15,11,urbanclap,CARD,PAYTM,,2020-02-13 16,Axis Bank,2020021316
31,23,urbanclap,CARD,PAYTM,,2020-02-13 15,Axis Bank,2020021315
4,3,medlife_prod,CARD,TPSL,,2020-02-13 17,Axis Bank,2020021317
4,2,purplle.com,CARD,PAYTM,,2020-02-13 16,Axis Bank,2020021316
4,4,zivame,CARD,HDFC,,2020-02-13 14,Axis Bank,2020021314
9,9,purplle.com,CARD,PAYTM,,2020-02-13 17,Axis Bank,2020021317
10,7,pharmeasytech,CARD,PAYU,,2020-02-13 16,Axis Bank,2020021316
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 23,Axis Bank,2020021323
2,1,zivame,CARD,HDFC,,2020-02-14 08,Axis Bank,2020021408
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 06,Axis Bank,2020021406
2,2,purplle.com,CARD,PAYTM,,2020-02-14 07,Axis Bank,2020021407
2,2,drivezy,CARD,RAZORPAY,,2020-02-14 18,Axis Bank,2020021418
2,2,zivame,CARD,PAYU,,2020-02-14 17,Axis Bank,2020021417
16,14,pharmeasytech,CARD,PAYU,,2020-02-12 05,Axis Bank,2020021205
7,7,fanfight,CARD,RAZORPAY,,2020-02-12 13,Axis Bank,2020021213
2,2,drivezy,CARD,GOCASHFREE,,2020-02-12 03,Axis Bank,2020021203
2,2,medlife_prod,CARD,TPSL,,2020-02-12 01,Axis Bank,2020021201
5,2,fanfight,CARD,GOCASHFREE,,2020-02-12 02,Axis Bank,2020021202
12,12,urbanclap,CARD,PAYTM,,2020-02-12 12,Axis Bank,2020021212
2,1,purplle.com,CARD,PAYTM,,2020-02-12 00,Axis Bank,2020021200
3,3,drivezy,CARD,RAZORPAY,,2020-02-12 04,Axis Bank,2020021204
3,2,countrydelight,CARD,PAYU,,2020-02-12 01,Axis Bank,2020021201
1,1,zivame,CARD,HDFC,,2020-02-12 21,Axis Bank,2020021221
4,3,zivame,CARD,HDFC,,2020-02-12 17,Axis Bank,2020021217
8,3,countrydelight,CARD,PAYU,,2020-02-12 14,Axis Bank,2020021214
6,1,drivezy,CARD,GOCASHFREE,,2020-02-14 12,Axis Bank,2020021412
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 02,Axis Bank,2020021402
4,2,urbanclap,CARD,PAYTM,,2020-02-13 00,Axis Bank,2020021300
4,4,fanfight,CARD,RAZORPAY,,2020-02-13 13,Axis Bank,2020021313
2,1,fanfight,CARD,RAZORPAY,,2020-02-13 01,Axis Bank,2020021301
7,6,urbanclap,CARD,PAYTM,,2020-02-13 01,Axis Bank,2020021301
2,2,fanfight,CARD,RAZORPAY,,2020-02-13 15,Axis Bank,2020021315
11,8,urbanclap,CARD,PAYTM,,2020-02-13 17,Axis Bank,2020021317
3,1,pharmeasytech,CARD,PAYU,,2020-02-13 17,Axis Bank,2020021317
7,4,countrydelight,CARD,PAYU,,2020-02-13 17,Axis Bank,2020021317
2,2,urbanclap,CARD,PAYTM,,2020-02-13 20,Axis Bank,2020021320
3,3,zivame,CARD,HDFC,,2020-02-13 19,Axis Bank,2020021319
2,1,urbanclap,CARD,PAYTM,,2020-02-12 01,Axis Bank,2020021201
2,1,urbanclap,CARD,PAYTM,,2020-02-12 00,Axis Bank,2020021200
3,0,fanfight,CARD,GOCASHFREE,,2020-02-12 10,Axis Bank,2020021210
6,6,pharmeasytech,CARD,PAYU,,2020-02-12 16,Axis Bank,2020021216
4,2,zivame,CARD,HDFC,,2020-02-12 13,Axis Bank,2020021213
2,2,fanfight,CARD,GOCASHFREE,,2020-02-12 12,Axis Bank,2020021212
5,4,pharmeasytech,CARD,PAYU,,2020-02-12 18,Axis Bank,2020021218
6,6,purplle.com,CARD,PAYTM,,2020-02-12 18,Axis Bank,2020021218
1,1,zivame,CARD,HDFC,,2020-02-12 19,Axis Bank,2020021219
2,1,urbanclap,CARD,PAYTM,,2020-02-12 21,Axis Bank,2020021221
